Maker,Year,Registrations,YoY_pct
SATYANARAYANA ENGG.WORKS,2021,20,
SATYANARAYANA ENGG.WORKS,2022,27,35.0
SATYANARAYANA ENGG.WORKS,2023,22,-18.52
SATYANARAYANA ENGG.WORKS,2024,14,-36.36
SATYANARAYANA ENGG.WORKS,2025,20,42.86
"SATYASAI INDUSTRIES,DHENKANAL",2021,11,
"SATYASAI INDUSTRIES,DHENKANAL",2022,5,-54.55
"SATYASAI INDUSTRIES,DHENKANAL",2023,1,-80.0
"SATYASAI INDUSTRIES,DHENKANAL",2024,3,200.0
"SATYASAI INDUSTRIES,DHENKANAL",2025,0,-100.0
SAURYAA SHARYO CORPORATION,2021,1,
SAURYAA SHARYO CORPORATION,2022,1,0.0
SAURYAA SHARYO CORPORATION,2023,3,200.0
SAURYAA SHARYO CORPORATION,2024,0,-100.0
SAURYAA SHARYO CORPORATION,2025,0,
SAYA AGRO INDUSTRIES,2021,13,
SAYA AGRO INDUSTRIES,2022,31,138.46
SAYA AGRO INDUSTRIES,2023,12,-61.29
SAYA AGRO INDUSTRIES,2024,10,-16.67
SAYA AGRO INDUSTRIES,2025,11,10.0
SBTEK E MOTO PVT LTD,2021,46,
SBTEK E MOTO PVT LTD,2022,19,-58.7
SBTEK E MOTO PVT LTD,2023,22,15.79
SBTEK E MOTO PVT LTD,2024,11,-50.0
SBTEK E MOTO PVT LTD,2025,7,-36.36
SCA HAEVY EQUIPMENT PVT. LTD,2021,20,
SCA HAEVY EQUIPMENT PVT. LTD,2022,10,-50.0
SCA HAEVY EQUIPMENT PVT. LTD,2023,10,0.0
SCA HAEVY EQUIPMENT PVT. LTD,2024,12,20.0
SCA HAEVY EQUIPMENT PVT. LTD,2025,3,-75.0
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2021,126,
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2022,190,50.79
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2023,87,-54.21
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2024,79,-9.2
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2025,35,-55.7
SCHEUERLE FAHRZEUG FABRIK(GMBH),2021,0,
SCHEUERLE FAHRZEUG FABRIK(GMBH),2022,10,inf
SCHEUERLE FAHRZEUG FABRIK(GMBH),2023,33,230.0
SCHEUERLE FAHRZEUG FABRIK(GMBH),2024,0,-100.0
SCHEUERLE FAHRZEUG FABRIK(GMBH),2025,0,
SCHWING STETTER INDIA PL,2021,20,
SCHWING STETTER INDIA PL,2022,18,-10.0
SCHWING STETTER INDIA PL,2023,4,-77.78
SCHWING STETTER INDIA PL,2024,0,-100.0
SCHWING STETTER INDIA PL,2025,0,
SCOOTERS INDIA LTD,2021,33,
SCOOTERS INDIA LTD,2022,5,-84.85
SCOOTERS INDIA LTD,2023,1,-80.0
SCOOTERS INDIA LTD,2024,1,0.0
SCOOTERS INDIA LTD,2025,1,0.0
SDLG,2021,0,
SDLG,2022,0,
SDLG,2023,0,
SDLG,2024,0,
SDLG,2025,4,inf
SDR AUTO PVT LTD,2021,0,
SDR AUTO PVT LTD,2022,0,
SDR AUTO PVT LTD,2023,2,inf
SDR AUTO PVT LTD,2024,0,-100.0
SDR AUTO PVT LTD,2025,0,
SEALION AUTOMOBILE PVT LTD,2021,22,
SEALION AUTOMOBILE PVT LTD,2022,36,63.64
SEALION AUTOMOBILE PVT LTD,2023,36,0.0
SEALION AUTOMOBILE PVT LTD,2024,22,-38.89
SEALION AUTOMOBILE PVT LTD,2025,16,-27.27
SEAMLESS AUTOTECH PVT LTD,2021,0,
SEAMLESS AUTOTECH PVT LTD,2022,0,
SEAMLESS AUTOTECH PVT LTD,2023,22,inf
SEAMLESS AUTOTECH PVT LTD,2024,45,104.55
SEAMLESS AUTOTECH PVT LTD,2025,66,46.67
SEC RJMT ENGG.PVT.LTD.,2021,1,
SEC RJMT ENGG.PVT.LTD.,2022,3,200.0
SEC RJMT ENGG.PVT.LTD.,2023,1,-66.67
SEC RJMT ENGG.PVT.LTD.,2024,0,-100.0
SEC RJMT ENGG.PVT.LTD.,2025,0,
SEC-RJMT ENGINEERING PVT LTD,2021,19,
SEC-RJMT ENGINEERING PVT LTD,2022,31,63.16
SEC-RJMT ENGINEERING PVT LTD,2023,72,132.26
SEC-RJMT ENGINEERING PVT LTD,2024,99,37.5
SEC-RJMT ENGINEERING PVT LTD,2025,91,-8.08
SEEKA E MOTORS PVT LTD,2021,0,
SEEKA E MOTORS PVT LTD,2022,0,
SEEKA E MOTORS PVT LTD,2023,3,inf
SEEKA E MOTORS PVT LTD,2024,15,400.0
SEEKA E MOTORS PVT LTD,2025,2,-86.67
"SEMBHI ARGO IND,SAMBALPUR",2021,0,
"SEMBHI ARGO IND,SAMBALPUR",2022,2,inf
"SEMBHI ARGO IND,SAMBALPUR",2023,0,-100.0
"SEMBHI ARGO IND,SAMBALPUR",2024,0,
"SEMBHI ARGO IND,SAMBALPUR",2025,0,
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2021,23,
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2022,55,139.13
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2023,54,-1.82
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2024,51,-5.56
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2025,20,-60.78
SENNEBOGEN EXCAVATOR 821E,2021,1,
SENNEBOGEN EXCAVATOR 821E,2022,1,0.0
SENNEBOGEN EXCAVATOR 821E,2023,2,100.0
SENNEBOGEN EXCAVATOR 821E,2024,0,-100.0
SENNEBOGEN EXCAVATOR 821E,2025,0,
SETH INDUSTRIAL CORPORATION,2021,134,
SETH INDUSTRIAL CORPORATION,2022,451,236.57
SETH INDUSTRIAL CORPORATION,2023,912,102.22
SETH INDUSTRIAL CORPORATION,2024,1015,11.29
SETH INDUSTRIAL CORPORATION,2025,428,-57.83
SETHJI INDUSTRIES,2021,4,
SETHJI INDUSTRIES,2022,0,-100.0
SETHJI INDUSTRIES,2023,0,
SETHJI INDUSTRIES,2024,1,inf
SETHJI INDUSTRIES,2025,9,800.0
SF2 E VEHICLE PVT LTD,2021,0,
SF2 E VEHICLE PVT LTD,2022,16,inf
SF2 E VEHICLE PVT LTD,2023,49,206.25
SF2 E VEHICLE PVT LTD,2024,66,34.69
SF2 E VEHICLE PVT LTD,2025,48,-27.27
SGL INDUSTRIES,2021,1,
SGL INDUSTRIES,2022,0,-100.0
SGL INDUSTRIES,2023,0,
SGL INDUSTRIES,2024,0,
SGL INDUSTRIES,2025,0,
SGLLINE MOTORS PVT LTD,2021,28,
SGLLINE MOTORS PVT LTD,2022,60,114.29
SGLLINE MOTORS PVT LTD,2023,31,-48.33
SGLLINE MOTORS PVT LTD,2024,28,-9.68
SGLLINE MOTORS PVT LTD,2025,2,-92.86
SHAH AGRO ENGG WORKS,2021,1,
SHAH AGRO ENGG WORKS,2022,1,0.0
SHAH AGRO ENGG WORKS,2023,1,0.0
SHAH AGRO ENGG WORKS,2024,1,0.0
SHAH AGRO ENGG WORKS,2025,0,-100.0
SHAH ELECTRIC MOTERS,2021,0,
SHAH ELECTRIC MOTERS,2022,0,
SHAH ELECTRIC MOTERS,2023,0,
SHAH ELECTRIC MOTERS,2024,10,inf
SHAH ELECTRIC MOTERS,2025,41,310.0
SHAILENDRA AUTOS PVT LTD,2021,0,
SHAILENDRA AUTOS PVT LTD,2022,0,
SHAILENDRA AUTOS PVT LTD,2023,40,inf
SHAILENDRA AUTOS PVT LTD,2024,155,287.5
SHAILENDRA AUTOS PVT LTD,2025,145,-6.45
SHAKTI AUTO GREEN,2021,282,
SHAKTI AUTO GREEN,2022,420,48.94
SHAKTI AUTO GREEN,2023,789,87.86
SHAKTI AUTO GREEN,2024,924,17.11
SHAKTI AUTO GREEN,2025,562,-39.18
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2021,3,
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2022,1,-66.67
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2023,1,0.0
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2024,1,0.0
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2025,0,-100.0
SHAKTI ENGINEERING GANJAM HALADIAPADAR,2021,0,
SHAKTI ENGINEERING GANJAM HALADIAPADAR,2022,0,
SHAKTI ENGINEERING GANJAM HALADIAPADAR,2023,0,
SHAKTI ENGINEERING GANJAM HALADIAPADAR,2024,0,
SHAKTI ENGINEERING GANJAM HALADIAPADAR,2025,3,inf
SHAKTI ENGINEERING WORK,2021,35,
SHAKTI ENGINEERING WORK,2022,18,-48.57
SHAKTI ENGINEERING WORK,2023,14,-22.22
SHAKTI ENGINEERING WORK,2024,4,-71.43
SHAKTI ENGINEERING WORK,2025,0,-100.0
SHAKTI ENGINEERING WORKS,2021,0,
SHAKTI ENGINEERING WORKS,2022,0,
SHAKTI ENGINEERING WORKS,2023,0,
SHAKTI ENGINEERING WORKS,2024,0,
SHAKTI ENGINEERING WORKS,2025,1,inf
SHAKTI INDUSTRIES,2021,0,
SHAKTI INDUSTRIES,2022,0,
SHAKTI INDUSTRIES,2023,0,
SHAKTI INDUSTRIES,2024,0,
SHAKTI INDUSTRIES,2025,1,inf
SHAKTIMAN AGRO INDUSTRIES,2021,60,
SHAKTIMAN AGRO INDUSTRIES,2022,48,-20.0
SHAKTIMAN AGRO INDUSTRIES,2023,109,127.08
SHAKTIMAN AGRO INDUSTRIES,2024,99,-9.17
SHAKTIMAN AGRO INDUSTRIES,2025,84,-15.15
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2021,74,
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2022,146,97.3
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2023,278,90.41
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2024,360,29.5
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2025,308,-14.44
SHALYA AUTO SALES PVT LTD,2021,0,
SHALYA AUTO SALES PVT LTD,2022,213,inf
SHALYA AUTO SALES PVT LTD,2023,617,189.67
SHALYA AUTO SALES PVT LTD,2024,508,-17.67
SHALYA AUTO SALES PVT LTD,2025,303,-40.35
SHAMMI ELECTRONICS,2021,0,
SHAMMI ELECTRONICS,2022,0,
SHAMMI ELECTRONICS,2023,28,inf
SHAMMI ELECTRONICS,2024,37,32.14
SHAMMI ELECTRONICS,2025,44,18.92
SHAN AGRO TECH,2021,3,
SHAN AGRO TECH,2022,0,-100.0
SHAN AGRO TECH,2023,0,
SHAN AGRO TECH,2024,0,
SHAN AGRO TECH,2025,0,
SHANTHINATHA TRAILOR,2021,1,
SHANTHINATHA TRAILOR,2022,0,-100.0
SHANTHINATHA TRAILOR,2023,0,
SHANTHINATHA TRAILOR,2024,0,
SHANTHINATHA TRAILOR,2025,0,
SHARMA  AUTO MOBILES,2021,2,
SHARMA  AUTO MOBILES,2022,1,-50.0
SHARMA  AUTO MOBILES,2023,0,-100.0
SHARMA  AUTO MOBILES,2024,0,
SHARMA  AUTO MOBILES,2025,0,
SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2021,0,
SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2022,0,
SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2023,0,
SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2024,4,inf
SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2025,10,150.0
SHARMA-SHARMA ENGN WORKS,2021,31,
SHARMA-SHARMA ENGN WORKS,2022,9,-70.97
SHARMA-SHARMA ENGN WORKS,2023,6,-33.33
SHARMA-SHARMA ENGN WORKS,2024,3,-50.0
SHARMA-SHARMA ENGN WORKS,2025,0,-100.0
SHEHAL PREET ENGG WORKS,2021,1,
SHEHAL PREET ENGG WORKS,2022,0,-100.0
SHEHAL PREET ENGG WORKS,2023,0,
SHEHAL PREET ENGG WORKS,2024,0,
SHEHAL PREET ENGG WORKS,2025,0,
SHEHALPREET ENGG WORKS,2021,27,
SHEHALPREET ENGG WORKS,2022,32,18.52
SHEHALPREET ENGG WORKS,2023,20,-37.5
SHEHALPREET ENGG WORKS,2024,20,0.0
SHEHALPREET ENGG WORKS,2025,11,-45.0
"SHEKHAR ENGINEERING,JAJPUR",2021,8,
"SHEKHAR ENGINEERING,JAJPUR",2022,6,-25.0
"SHEKHAR ENGINEERING,JAJPUR",2023,3,-50.0
"SHEKHAR ENGINEERING,JAJPUR",2024,1,-66.67
"SHEKHAR ENGINEERING,JAJPUR",2025,0,-100.0
SHEMA E- VEHCILE & SOLAR PVT LTD,2021,0,
SHEMA E- VEHCILE & SOLAR PVT LTD,2022,0,
SHEMA E- VEHCILE & SOLAR PVT LTD,2023,0,
SHEMA E- VEHCILE & SOLAR PVT LTD,2024,1568,inf
SHEMA E- VEHCILE & SOLAR PVT LTD,2025,196,-87.5
SHERA ELECTRICAL AUTO PVT LTD,2021,0,
SHERA ELECTRICAL AUTO PVT LTD,2022,1,inf
SHERA ELECTRICAL AUTO PVT LTD,2023,0,-100.0
SHERA ELECTRICAL AUTO PVT LTD,2024,0,
SHERA ELECTRICAL AUTO PVT LTD,2025,0,
SHERARAM TRAILERS,2021,0,
SHERARAM TRAILERS,2022,0,
SHERARAM TRAILERS,2023,1,inf
SHERARAM TRAILERS,2024,0,-100.0
SHERARAM TRAILERS,2025,0,
SHIGAN EVOLTZ LTD,2021,514,
SHIGAN EVOLTZ LTD,2022,853,65.95
SHIGAN EVOLTZ LTD,2023,431,-49.47
SHIGAN EVOLTZ LTD,2024,275,-36.19
SHIGAN EVOLTZ LTD,2025,616,124.0
SHINE METAL UDYOG PVT LTD (UNIT- II),2021,10,
SHINE METAL UDYOG PVT LTD (UNIT- II),2022,5,-50.0
SHINE METAL UDYOG PVT LTD (UNIT- II),2023,110,2100.0
SHINE METAL UDYOG PVT LTD (UNIT- II),2024,251,128.18
SHINE METAL UDYOG PVT LTD (UNIT- II),2025,94,-62.55
SHINME ELECTRICAL VEHICLE PVT LTD,2021,0,
SHINME ELECTRICAL VEHICLE PVT LTD,2022,91,inf
SHINME ELECTRICAL VEHICLE PVT LTD,2023,120,31.87
SHINME ELECTRICAL VEHICLE PVT LTD,2024,120,0.0
SHINME ELECTRICAL VEHICLE PVT LTD,2025,78,-35.0
"SHIV AGRO ,AGENCY",2021,22,
"SHIV AGRO ,AGENCY",2022,3,-86.36
"SHIV AGRO ,AGENCY",2023,0,-100.0
"SHIV AGRO ,AGENCY",2024,1,inf
"SHIV AGRO ,AGENCY",2025,3,200.0
SHIV AGRO INDUSTRIES,2021,257,
SHIV AGRO INDUSTRIES,2022,110,-57.2
SHIV AGRO INDUSTRIES,2023,163,48.18
SHIV AGRO INDUSTRIES,2024,301,84.66
SHIV AGRO INDUSTRIES,2025,170,-43.52
SHIV AGRO INDUSTRIES YJ,2021,3,
SHIV AGRO INDUSTRIES YJ,2022,0,-100.0
SHIV AGRO INDUSTRIES YJ,2023,0,
SHIV AGRO INDUSTRIES YJ,2024,1,inf
SHIV AGRO INDUSTRIES YJ,2025,0,-100.0
SHIV ENTERPRISES,2021,0,
SHIV ENTERPRISES,2022,0,
SHIV ENTERPRISES,2023,0,
SHIV ENTERPRISES,2024,155,inf
SHIV ENTERPRISES,2025,173,11.61
SHIV OM INDIA,2021,23,
SHIV OM INDIA,2022,69,200.0
SHIV OM INDIA,2023,197,185.51
SHIV OM INDIA,2024,220,11.68
SHIV OM INDIA,2025,144,-34.55
SHIV SAI ENG WORKS,2021,4,
SHIV SAI ENG WORKS,2022,3,-25.0
SHIV SAI ENG WORKS,2023,0,-100.0
SHIV SAI ENG WORKS,2024,0,
SHIV SAI ENG WORKS,2025,0,
SHIV SHAKTI ENG. WORKS,2021,0,
SHIV SHAKTI ENG. WORKS,2022,0,
SHIV SHAKTI ENG. WORKS,2023,0,
SHIV SHAKTI ENG. WORKS,2024,1,inf
SHIV SHAKTI ENG. WORKS,2025,8,700.0
SHIV SHAKTI ENTERPRISE,2021,0,
SHIV SHAKTI ENTERPRISE,2022,0,
SHIV SHAKTI ENTERPRISE,2023,0,
SHIV SHAKTI ENTERPRISE,2024,8,inf
SHIV SHAKTI ENTERPRISE,2025,7,-12.5
SHIV SHAKTI FABRICATION,2021,0,
SHIV SHAKTI FABRICATION,2022,0,
SHIV SHAKTI FABRICATION,2023,0,
SHIV SHAKTI FABRICATION,2024,0,
SHIV SHAKTI FABRICATION,2025,3,inf
SHIV SHAKTI TRADERS,2021,0,
SHIV SHAKTI TRADERS,2022,0,
SHIV SHAKTI TRADERS,2023,0,
SHIV SHAKTI TRADERS,2024,0,
SHIV SHAKTI TRADERS,2025,38,inf
SHIV TRAILOR INDUSTRIES,2021,388,
SHIV TRAILOR INDUSTRIES,2022,15,-96.13
SHIV TRAILOR INDUSTRIES,2023,0,-100.0
SHIV TRAILOR INDUSTRIES,2024,0,
SHIV TRAILOR INDUSTRIES,2025,0,
SHIVA ENTERPRISES,2021,0,
SHIVA ENTERPRISES,2022,0,
SHIVA ENTERPRISES,2023,0,
SHIVA ENTERPRISES,2024,173,inf
SHIVA ENTERPRISES,2025,166,-4.05
SHIVA GAYATHRI ENGG WORKS AP29070614,2021,0,
SHIVA GAYATHRI ENGG WORKS AP29070614,2022,0,
SHIVA GAYATHRI ENGG WORKS AP29070614,2023,0,
SHIVA GAYATHRI ENGG WORKS AP29070614,2024,0,
SHIVA GAYATHRI ENGG WORKS AP29070614,2025,4,inf
SHIVA GAYATRI ENGG WORKS,2021,0,
SHIVA GAYATRI ENGG WORKS,2022,450,inf
SHIVA GAYATRI ENGG WORKS,2023,695,54.44
SHIVA GAYATRI ENGG WORKS,2024,74,-89.35
SHIVA GAYATRI ENGG WORKS,2025,50,-32.43
SHIVA SHAKTI SMALL SCALE INDUSTRY,2021,1,
SHIVA SHAKTI SMALL SCALE INDUSTRY,2022,0,-100.0
SHIVA SHAKTI SMALL SCALE INDUSTRY,2023,0,
SHIVA SHAKTI SMALL SCALE INDUSTRY,2024,0,
SHIVA SHAKTI SMALL SCALE INDUSTRY,2025,0,
SHIVAJI AGRO INDUSTRIES,2021,69,
SHIVAJI AGRO INDUSTRIES,2022,27,-60.87
SHIVAJI AGRO INDUSTRIES,2023,15,-44.44
SHIVAJI AGRO INDUSTRIES,2024,32,113.33
SHIVAJI AGRO INDUSTRIES,2025,7,-78.12
SHIVAM AGRICULTURE WORKS,2021,0,
SHIVAM AGRICULTURE WORKS,2022,0,
SHIVAM AGRICULTURE WORKS,2023,0,
SHIVAM AGRICULTURE WORKS,2024,0,
SHIVAM AGRICULTURE WORKS,2025,35,inf
SHIVAM ENGINEERING WORKSHOP,2021,0,
SHIVAM ENGINEERING WORKSHOP,2022,0,
SHIVAM ENGINEERING WORKSHOP,2023,0,
SHIVAM ENGINEERING WORKSHOP,2024,22,inf
SHIVAM ENGINEERING WORKSHOP,2025,0,-100.0
SHIVAM MOTORS PVT LTD,2021,0,
SHIVAM MOTORS PVT LTD,2022,0,
SHIVAM MOTORS PVT LTD,2023,0,
SHIVAM MOTORS PVT LTD,2024,1,inf
SHIVAM MOTORS PVT LTD,2025,0,-100.0
SHIVASHAKTHI ENG WORKS,2021,183,
SHIVASHAKTHI ENG WORKS,2022,269,46.99
SHIVASHAKTHI ENG WORKS,2023,205,-23.79
SHIVASHAKTHI ENG WORKS,2024,89,-56.59
SHIVASHAKTHI ENG WORKS,2025,24,-73.03
SHIVGANGA ECOGREEN LLP,2021,0,
SHIVGANGA ECOGREEN LLP,2022,0,
SHIVGANGA ECOGREEN LLP,2023,0,
SHIVGANGA ECOGREEN LLP,2024,355,inf
SHIVGANGA ECOGREEN LLP,2025,520,46.48
SHIVKRUPA TRAILOR,2021,27,
SHIVKRUPA TRAILOR,2022,20,-25.93
SHIVKRUPA TRAILOR,2023,12,-40.0
SHIVKRUPA TRAILOR,2024,23,91.67
SHIVKRUPA TRAILOR,2025,9,-60.87
SHIVRAJ AUTOMOBILES PVT LTD,2021,0,
SHIVRAJ AUTOMOBILES PVT LTD,2022,0,
SHIVRAJ AUTOMOBILES PVT LTD,2023,0,
SHIVRAJ AUTOMOBILES PVT LTD,2024,0,
SHIVRAJ AUTOMOBILES PVT LTD,2025,1,inf
SHIVRAJ TRAILOR,2021,45,
SHIVRAJ TRAILOR,2022,94,108.89
SHIVRAJ TRAILOR,2023,37,-60.64
SHIVRAJ TRAILOR,2024,29,-21.62
SHIVRAJ TRAILOR,2025,39,34.48
SHIVSHAKTI STEEL INDUSTRIES LATUR,2021,66,
SHIVSHAKTI STEEL INDUSTRIES LATUR,2022,81,22.73
SHIVSHAKTI STEEL INDUSTRIES LATUR,2023,4,-95.06
SHIVSHAKTI STEEL INDUSTRIES LATUR,2024,25,525.0
SHIVSHAKTI STEEL INDUSTRIES LATUR,2025,44,76.0
SHOBHA ENG WORKS,2021,20,
SHOBHA ENG WORKS,2022,10,-50.0
SHOBHA ENG WORKS,2023,14,40.0
SHOBHA ENG WORKS,2024,22,57.14
SHOBHA ENG WORKS,2025,2,-90.91
SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2021,0,
SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2022,0,
SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2023,0,
SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2024,26,inf
SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2025,38,46.15
SHREE AMEE CONST EQUP,2021,0,
SHREE AMEE CONST EQUP,2022,2,inf
SHREE AMEE CONST EQUP,2023,1,-50.0
SHREE AMEE CONST EQUP,2024,0,-100.0
SHREE AMEE CONST EQUP,2025,0,
SHREE ASHAPURI TRAILER WORKS,2021,0,
SHREE ASHAPURI TRAILER WORKS,2022,0,
SHREE ASHAPURI TRAILER WORKS,2023,0,
SHREE ASHAPURI TRAILER WORKS,2024,0,
SHREE ASHAPURI TRAILER WORKS,2025,9,inf
SHREE BABA ENGINEERING WORKS,2021,0,
SHREE BABA ENGINEERING WORKS,2022,2,inf
SHREE BABA ENGINEERING WORKS,2023,0,-100.0
SHREE BABA ENGINEERING WORKS,2024,0,
SHREE BABA ENGINEERING WORKS,2025,0,
SHREE BALAJI ENGINEERING WORK SHOP,2021,0,
SHREE BALAJI ENGINEERING WORK SHOP,2022,1,inf
SHREE BALAJI ENGINEERING WORK SHOP,2023,23,2200.0
SHREE BALAJI ENGINEERING WORK SHOP,2024,8,-65.22
SHREE BALAJI ENGINEERING WORK SHOP,2025,0,-100.0
SHREE BHOJAL INDUSTRIES,2021,0,
SHREE BHOJAL INDUSTRIES,2022,0,
SHREE BHOJAL INDUSTRIES,2023,0,
SHREE BHOJAL INDUSTRIES,2024,0,
SHREE BHOJAL INDUSTRIES,2025,3,inf
SHREE CARS PVT. LTD,2021,0,
SHREE CARS PVT. LTD,2022,1,inf
SHREE CARS PVT. LTD,2023,0,-100.0
SHREE CARS PVT. LTD,2024,0,
SHREE CARS PVT. LTD,2025,0,
SHREE DEV ENGINEERING WORKS,2021,0,
SHREE DEV ENGINEERING WORKS,2022,0,
SHREE DEV ENGINEERING WORKS,2023,0,
SHREE DEV ENGINEERING WORKS,2024,1,inf
SHREE DEV ENGINEERING WORKS,2025,0,-100.0
SHREE DHARTI AGRICULTURE WORKS,2021,0,
SHREE DHARTI AGRICULTURE WORKS,2022,0,
SHREE DHARTI AGRICULTURE WORKS,2023,0,
SHREE DHARTI AGRICULTURE WORKS,2024,0,
SHREE DHARTI AGRICULTURE WORKS,2025,2,inf
SHREE DIPESHWARI INDUSTRIES,2021,0,
SHREE DIPESHWARI INDUSTRIES,2022,0,
SHREE DIPESHWARI INDUSTRIES,2023,0,
SHREE DIPESHWARI INDUSTRIES,2024,0,
SHREE DIPESHWARI INDUSTRIES,2025,1,inf
SHREE DURGA FABRICATION COMPANY,2021,0,
SHREE DURGA FABRICATION COMPANY,2022,1,inf
SHREE DURGA FABRICATION COMPANY,2023,0,-100.0
SHREE DURGA FABRICATION COMPANY,2024,6,inf
SHREE DURGA FABRICATION COMPANY,2025,0,-100.0
SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,2021,0,
SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,2022,0,
SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,2023,0,
SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,2024,0,
SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,2025,1,inf
SHREE GOKUL INDUSTRIES,2021,0,
SHREE GOKUL INDUSTRIES,2022,0,
SHREE GOKUL INDUSTRIES,2023,0,
SHREE GOKUL INDUSTRIES,2024,0,
SHREE GOKUL INDUSTRIES,2025,2,inf
SHREE GOWRIAMMAN INDUSTRIES,2021,3,
SHREE GOWRIAMMAN INDUSTRIES,2022,0,-100.0
SHREE GOWRIAMMAN INDUSTRIES,2023,0,
SHREE GOWRIAMMAN INDUSTRIES,2024,0,
SHREE GOWRIAMMAN INDUSTRIES,2025,0,
SHREE JAGDAMBA TROLLY,2021,0,
SHREE JAGDAMBA TROLLY,2022,0,
SHREE JAGDAMBA TROLLY,2023,1,inf
SHREE JAGDAMBA TROLLY,2024,2,100.0
SHREE JAGDAMBA TROLLY,2025,0,-100.0
SHREE JALARAM AGRI,2021,3,
SHREE JALARAM AGRI,2022,2,-33.33
SHREE JALARAM AGRI,2023,0,-100.0
SHREE JALARAM AGRI,2024,0,
SHREE JALARAM AGRI,2025,0,
SHREE KRISHNA AGRO INDUSTRIES,2021,5,
SHREE KRISHNA AGRO INDUSTRIES,2022,1,-80.0
SHREE KRISHNA AGRO INDUSTRIES,2023,0,-100.0
SHREE KRISHNA AGRO INDUSTRIES,2024,0,
SHREE KRISHNA AGRO INDUSTRIES,2025,0,
SHREE KRISHNA ENTERPRISE,2021,0,
SHREE KRISHNA ENTERPRISE,2022,0,
SHREE KRISHNA ENTERPRISE,2023,0,
SHREE KRISHNA ENTERPRISE,2024,0,
SHREE KRISHNA ENTERPRISE,2025,2,inf
SHREE KULDEVI AGRO INDUSTRIES,2021,0,
SHREE KULDEVI AGRO INDUSTRIES,2022,0,
SHREE KULDEVI AGRO INDUSTRIES,2023,0,
SHREE KULDEVI AGRO INDUSTRIES,2024,0,
SHREE KULDEVI AGRO INDUSTRIES,2025,13,inf
SHREE MAHALAXMI AGRO WORKS,2021,0,
SHREE MAHALAXMI AGRO WORKS,2022,0,
SHREE MAHALAXMI AGRO WORKS,2023,0,
SHREE MAHALAXMI AGRO WORKS,2024,0,
SHREE MAHALAXMI AGRO WORKS,2025,8,inf
SHREE MARUT E-AGROTECH PVT LTD,2021,0,
SHREE MARUT E-AGROTECH PVT LTD,2022,0,
SHREE MARUT E-AGROTECH PVT LTD,2023,0,
SHREE MARUT E-AGROTECH PVT LTD,2024,2,inf
SHREE MARUT E-AGROTECH PVT LTD,2025,1,-50.0
SHREE MARUTI NANDAN BUSINESSS (P) LTD,2021,18,
SHREE MARUTI NANDAN BUSINESSS (P) LTD,2022,182,911.11
SHREE MARUTI NANDAN BUSINESSS (P) LTD,2023,308,69.23
SHREE MARUTI NANDAN BUSINESSS (P) LTD,2024,138,-55.19
SHREE MARUTI NANDAN BUSINESSS (P) LTD,2025,76,-44.93
SHREE MOMAI TRAILER,2021,7,
SHREE MOMAI TRAILER,2022,2,-71.43
SHREE MOMAI TRAILER,2023,0,-100.0
SHREE MOMAI TRAILER,2024,0,
SHREE MOMAI TRAILER,2025,0,
